index_[thr: 130],img_path,H4W_pve,OSX_pve,l32_pve,H20_pve
62,/dataset/EgoBody/egocentric_color/recording_20210907_S03_S04_01/2021-09-07-164904/PV/132754997849322260_frame_01632.jpg,263.9103527884744,246.0878665362112,73.04478582328537,68.55883049666505
63,/dataset/EgoBody/egocentric_color/recording_20210907_S03_S04_01/2021-09-07-164904/PV/132754997849655457_frame_01633.jpg,254.88601764724157,246.4004829950771,60.3127759708664,57.489295924915744
65,/dataset/EgoBody/egocentric_color/recording_20210907_S03_S04_01/2021-09-07-164904/PV/132754997850321853_frame_01635.jpg,202.10865267354825,223.61026589672937,58.469736231019205,57.82675758003016
66,/dataset/EgoBody/egocentric_color/recording_20210907_S03_S04_01/2021-09-07-164904/PV/132754997850655051_frame_01636.jpg,209.28171644100163,188.32679831166044,54.27073027291381,52.98919977275524
104,/dataset/EgoBody/egocentric_color/recording_20210907_S03_S04_01/2021-09-07-164904/PV/132754997887640009_frame_01747.jpg,260.068491912241,251.0480891543761,102.8703660757996,99.11032020203348
105,/dataset/EgoBody/egocentric_color/recording_20210907_S03_S04_01/2021-09-07-164904/PV/132754997887973206_frame_01748.jpg,260.6715642503939,239.23857466312657,94.43763695446076,98.4080072136967
106,/dataset/EgoBody/egocentric_color/recording_20210907_S03_S04_01/2021-09-07-164904/PV/132754997888306404_frame_01749.jpg,244.58879478373785,234.24176039630683,96.66235979220023,96.69724478932322
4415,/dataset/EgoBody/egocentric_color/recording_20210921_S05_S12_02/2021-09-21-172250/PV/132767114174503899_frame_01654.jpg,318.8926209663626,353.80004916363566,153.36427108401674,151.20582449827864
4450,/dataset/EgoBody/egocentric_color/recording_20210921_S05_S12_02/2021-09-21-172250/PV/132767114187165364_frame_01692.jpg,516.7175398792076,353.5509264908445,55.92983114195364,52.3377108736722
4456,/dataset/EgoBody/egocentric_color/recording_20210921_S05_S12_02/2021-09-21-172250/PV/132767114189164542_frame_01698.jpg,381.1176683818736,366.3042353673093,53.90915512075211,56.70621189240864
4458,/dataset/EgoBody/egocentric_color/recording_20210921_S05_S12_02/2021-09-21-172250/PV/132767114189830935_frame_01700.jpg,444.13499707347455,365.9223403717814,55.550584383523095,56.89244188918187
4459,/dataset/EgoBody/egocentric_color/recording_20210921_S05_S12_02/2021-09-21-172250/PV/132767114190164131_frame_01701.jpg,474.9495746098293,362.8942957089101,55.935199492168245,53.24275465480282
4460,/dataset/EgoBody/egocentric_color/recording_20210921_S05_S12_02/2021-09-21-172250/PV/132767114190497328_frame_01702.jpg,516.4100048042451,355.1240656394332,54.71798976391425,53.98144066113782
