index_[thr: 50],img_path,H4W_pve,OSX_pve,l32_pve,H20_pve
1189,/dataset/AGORA/data/3840x2160/validation_crop/ag_validationset_renderpeople_bfh_flowers_5_15_00176_ann_id_133431.png,159.59259127547566,209.33313224323533,55.50877300962483,90.43784316874935
1243,/dataset/AGORA/data/3840x2160/validation_crop/ag_validationset_renderpeople_bfh_flowers_5_15_00184_ann_id_133499.png,303.4431770785216,260.3384819959591,83.18393341496825,130.15583702120216
1268,/dataset/AGORA/data/3840x2160/validation_crop/ag_validationset_renderpeople_bfh_flowers_5_15_00188_ann_id_133541.png,232.2838341913241,280.54933913517954,95.12066280713157,151.1321828832899
1280,/dataset/AGORA/data/3840x2160/validation_crop/ag_validationset_renderpeople_bfh_flowers_5_15_00190_ann_id_133568.png,180.34658885551303,171.07505508896466,85.73030285873853,111.36777848697042
1323,/dataset/AGORA/data/3840x2160/validation_crop/ag_validationset_renderpeople_bfh_flowers_5_15_00196_ann_id_133625.png,465.5598466109427,435.67764589123016,70.74156118044975,122.87173181350175
1335,/dataset/AGORA/data/3840x2160/validation_crop/ag_validationset_renderpeople_bfh_flowers_5_15_00198_ann_id_133649.png,413.8874505082735,388.2853081831148,60.50727730956344,95.76413469013502
1345,/dataset/AGORA/data/3840x2160/validation_crop/ag_validationset_renderpeople_bfh_flowers_5_15_00201_ann_id_133672.png,444.26356460470913,478.1954765831166,174.63938009005057,222.0417934563928
1349,/dataset/AGORA/data/3840x2160/validation_crop/ag_validationset_renderpeople_bfh_flowers_5_15_00202_ann_id_133685.png,514.6113819766236,536.3005110748368,179.82842870546466,213.983498092797
1364,/dataset/AGORA/data/3840x2160/validation_crop/ag_validationset_renderpeople_bfh_flowers_5_15_00204_ann_id_133710.png,197.04537894600304,201.91714296701733,77.14674946497941,110.24799443581138
1399,/dataset/AGORA/data/3840x2160/validation_crop/ag_validationset_renderpeople_bfh_flowers_5_15_00208_ann_id_133755.png,214.74143455093588,175.12632594101723,61.002314151404754,87.07794208318259
1461,/dataset/AGORA/data/3840x2160/validation_crop/ag_validationset_renderpeople_bfh_brushifyforest_5_15_00168_ann_id_133842.png,140.7949996537221,135.16548254690954,32.75088456289335,58.12459917670433
1462,/dataset/AGORA/data/3840x2160/validation_crop/ag_validationset_renderpeople_bfh_brushifyforest_5_15_00168_ann_id_133843.png,293.5293278853348,296.28174448416496,53.2477245154989,78.54517556561426
1494,/dataset/AGORA/data/3840x2160/validation_crop/ag_validationset_renderpeople_bfh_brushifyforest_5_15_00171_ann_id_133877.png,525.989629947089,521.2127496645994,322.3154657480165,356.8001068697592
1503,/dataset/AGORA/data/3840x2160/validation_crop/ag_validationset_renderpeople_bfh_brushifyforest_5_15_00172_ann_id_133895.png,431.73537725440906,181.0504046694593,69.20950989183733,101.32395464534495
1515,/dataset/AGORA/data/3840x2160/validation_crop/ag_validationset_renderpeople_bfh_brushifyforest_5_15_00174_ann_id_133912.png,325.3801488114908,371.5813834350426,131.98334033102188,186.54655222590935
1517,/dataset/AGORA/data/3840x2160/validation_crop/ag_validationset_renderpeople_bfh_brushifyforest_5_15_00176_ann_id_133915.png,600.4227992718867,611.9619917617457,198.30549969067263,226.96372517668743
