index_[thr: 50],img_path,H4W_pve,OSX_pve,l32_pve,H20_pve
247,/dataset/UBody/images/Interview/Interview_S20_Trim13/Interview_S20_Trim13/000218.png,236.01029969743436,219.63680533087432,113.3453802967956,150.26811904432742
250,/dataset/UBody/images/Interview/Interview_S20_Trim14/Interview_S20_Trim14/000194.png,236.9885148224818,200.41686418918644,104.64629045775987,138.21655997134172
364,/dataset/UBody/images/VideoConference/YT/VideoConference_S15_Trim11/VideoConference_S15_Trim11/000315.png,152.89406305928023,170.82870433663678,46.64196952313261,73.7575272743109
387,/dataset/UBody/images/VideoConference/YT/VideoConference_S17_Trim12/VideoConference_S17_Trim12/000291.png,234.32760707373689,264.61523277272266,96.47810741738012,126.38595379608566
398,/dataset/UBody/images/VideoConference/YT/VideoConference_S19_Trim1/VideoConference_S19_Trim1/000116.png,219.4931037459586,240.70516696178308,120.16134549357146,149.65863577671885
401,/dataset/UBody/images/VideoConference/YT/VideoConference_S19_Trim12/VideoConference_S19_Trim12/000023.png,198.5768985588496,239.57020822374736,93.1113662869567,133.91360728623582
414,/dataset/UBody/images/VideoConference/YT/VideoConference_S19_Trim2/VideoConference_S19_Trim2/000027.png,294.5204351247002,282.32568360337063,117.04199953734354,161.48113811966158
416,/dataset/UBody/images/VideoConference/YT/VideoConference_S19_Trim2/VideoConference_S19_Trim2/000317.png,243.64821578825573,248.2020005171433,88.80987922253782,172.57677538740802
418,/dataset/UBody/images/VideoConference/YT/VideoConference_S19_Trim3/VideoConference_S19_Trim3/000167.png,172.7312202053716,225.22337190597523,39.36160905794702,76.1450192878821
419,/dataset/UBody/images/VideoConference/YT/VideoConference_S19_Trim3/VideoConference_S19_Trim3/000267.png,220.20657581077583,253.08847310893864,84.58295806933718,115.07782500535494
422,/dataset/UBody/images/VideoConference/YT/VideoConference_S19_Trim4/VideoConference_S19_Trim4_scene003/000073.png,232.30767026491765,264.6317951612028,130.35397335653232,158.86162970760205
424,/dataset/UBody/images/VideoConference/YT/VideoConference_S19_Trim5/VideoConference_S19_Trim5/000101.png,182.07609365567268,237.651083113876,97.38095193953042,128.0882220789031
427,/dataset/UBody/images/VideoConference/YT/VideoConference_S19_Trim6/VideoConference_S19_Trim6/000004.png,163.74829839809553,186.42991033006564,63.99496651157127,100.83775277341078
428,/dataset/UBody/images/VideoConference/YT/VideoConference_S19_Trim6/VideoConference_S19_Trim6/000104.png,197.33694057502544,262.78861168231384,102.73269010555944,133.06815931066953
479,/dataset/UBody/images/VideoConference/YT/VideoConference_S9_Trim17/VideoConference_S9_Trim17/000161.png,146.07603793321724,142.98293240319526,33.48153128499448,61.54769907489145
480,/dataset/UBody/images/VideoConference/YT/VideoConference_S9_Trim17/VideoConference_S9_Trim17/000261.png,141.6208117860252,132.95420989855984,30.917569468803503,64.61884899827315
487,/dataset/UBody/images/VideoConference/YT/VideoConference_S9_Trim19/VideoConference_S9_Trim19_scene002/000114.png,149.01295901151008,139.14568376224594,45.58228420516637,74.62896709911135
496,/dataset/UBody/images/VideoConference/YT/VideoConference_S9_Trim20/VideoConference_S9_Trim20_scene001/000057.png,144.56947484989814,131.1937749842417,50.28544430804028,76.9371599815276
497,/dataset/UBody/images/VideoConference/YT/VideoConference_S9_Trim20/VideoConference_S9_Trim20_scene001/000157.png,148.39102279996658,135.410848329244,49.56750900992383,79.06491213360977
498,/dataset/UBody/images/VideoConference/YT/VideoConference_S9_Trim20/VideoConference_S9_Trim20_scene001/000257.png,146.59118903165484,132.6962619664954,54.171387246282926,80.85922761371118
502,/dataset/UBody/images/VideoConference/YT/VideoConference_S9_Trim21/VideoConference_S9_Trim21/000034.png,159.483276630619,149.09156908624163,41.23201777085384,72.06854685260336
508,/dataset/UBody/images/VideoConference/YT/VideoConference_S9_Trim22/VideoConference_S9_Trim22/000010.png,156.29937069121763,153.20075335984802,42.34724128806323,71.02908965195117
509,/dataset/UBody/images/VideoConference/YT/VideoConference_S9_Trim22/VideoConference_S9_Trim22/000110.png,158.22038088275855,151.44761222121005,41.376836408102974,68.32635932051146
510,/dataset/UBody/images/VideoConference/YT/VideoConference_S9_Trim22/VideoConference_S9_Trim22/000210.png,155.97790045826244,154.1107311378167,40.08611399051268,71.00685116053518
511,/dataset/UBody/images/VideoConference/YT/VideoConference_S9_Trim22/VideoConference_S9_Trim22/000310.png,154.02040771089648,153.61258958701916,41.78815737549997,70.5776789134422
521,/dataset/UBody/images/VideoConference/YT/VideoConference_S9_Trim24/VideoConference_S9_Trim24/000162.png,155.54047701436818,138.61537664244722,42.39363973701644,85.51084789121258
524,/dataset/UBody/images/VideoConference/YT/VideoConference_S9_Trim25/VideoConference_S9_Trim25/000038.png,170.03788288541838,166.3136120182332,36.613171390992754,66.46298556690871
525,/dataset/UBody/images/VideoConference/YT/VideoConference_S9_Trim25/VideoConference_S9_Trim25/000138.png,143.1870673235251,140.6806772646786,38.46831657571144,71.95478507366394
526,/dataset/UBody/images/VideoConference/YT/VideoConference_S9_Trim25/VideoConference_S9_Trim25/000238.png,143.65205808007025,141.68599971770027,36.44043174739594,66.61636516826323
